walk,19482,6414,863
walk,19481,6397,856
walk,19481,6384,856
walk,19482,6370,856
walk,19469,6361,856
walk,19455,6354,856
walk,19444,6345,856
walk,19439,6329,856
walk,19440,6317,856
walk,19447,6305,856
walk,19460,6290,856
walk,19474,6285,856
walk,19492,6285,856
walk,19510,6295,856
walk,19518,6310,856
walk,19520,6330,856
walk,19513,6346,856
walk,19501,6359,856
walk,19481,6364,856
walk,19467,6355,856
walk,19455,6340,856
walk,19443,6324,856
walk,19435,6308,856
walk,19425,6302,856
walk,19423,6299,863
walk,19419,6297,895
walk,19414,6295,895
walk,19408,6293,895
walk,19401,6290,874
walk,19397,6288,858
walk,19392,6287,858
walk,19387,6287,858
walk,19381,6287,858
walk,19376,6287,858
walk,19372,6287,858
walk,19366,6287,858
walk,19361,6287,858
walk,19357,6287,858
walk,19351,6286,858
walk,19347,6285,877
walk,19341,6286,877
walk,19336,6286,877
walk,19331,6286,883
walk,19325,6286,883
walk,19324,6278,883
walk,19324,6271,877
walk,19324,6265,877
walk,19325,6262,877
walk,19324,6257,858
walk,19324,6251,858
walk,19323,6244,858
walk,19323,6239,858
walk,19328,6236,858
walk,19333,6236,858
walk,19338,6236,858
walk,19344,6235,858
walk,19349,6235,858
walk,19355,6235,858
walk,19360,6235,858
walk,19363,6235,858
walk,19367,6236,858
walk,19371,6236,858
walk,19375,6236,858
walk,19378,6236,872
walk,19382,6237,877
walk,19387,6240,877
walk,19391,6241,882
walk,19397,6242,883
walk,19402,6243,883
walk,19407,6242,883
walk,19406,6235,883
walk,19404,6229,883
walk,19398,6228,882
walk,19390,6230,877
walk,19387,6233,877
walk,19381,6236,877
walk,19374,6237,858
walk,19368,6236,858
walk,19361,6236,858
walk,19355,6236,858
walk,19348,6236,858
walk,19341,6235,858
walk,19335,6235,858
walk,19329,6233,858
walk,19327,6227,858
walk,19327,6221,858
walk,19327,6215,868
walk,19327,6210,887
walk,19327,6201,895
walk,19326,6195,895
walk,19326,6184,856
walk,19326,6181,856
walk,19325,6175,856
walk,19325,6171,856
walk,19325,6168,856
walk,19324,6164,856
walk,19324,6160,856
walk,19323,6154,856
walk,19323,6151,856
walk,19323,6146,856
walk,19322,6138,856
walk,19322,6131,856
walk,19323,6127,856
walk,19323,6120,856
walk,19323,6116,856
walk,19323,6111,856
walk,19323,6107,856
walk,19323,6103,856
walk,19323,6099,856
walk,19323,6094,856
walk,19323,6089,856
walk,19323,6085,856
walk,19324,6079,856
walk,19324,6075,856
walk,19323,6071,856
walk,19323,6063,856
walk,19323,6057,856
walk,19323,6053,856
walk,19324,6048,856
walk,19323,6044,856
walk,19323,6037,856
walk,19320,6033,856
walk,19315,6030,856
walk,19312,6028,856
walk,19308,6026,856
walk,19303,6023,856
walk,19299,6022,856
walk,19296,6021,856
walk,19290,6020,856
walk,19284,6020,856
walk,19279,6021,856
walk,19274,6023,856
walk,19268,6025,856
walk,19264,6028,856
walk,19260,6032,856
walk,19259,6036,856
walk,19257,6044,856
walk,19259,6047,856
walk,19259,6053,856
walk,19259,6057,856
walk,19259,6064,856
walk,19259,6069,856
walk,19259,6074,856
walk,19259,6081,856
walk,19259,6085,856
walk,19259,6091,856
walk,19259,6099,856
walk,19259,6106,856
walk,19259,6109,856
walk,19259,6115,856
walk,19259,6119,856
walk,19259,6126,856
walk,19258,6129,856
walk,19259,6134,856
walk,19259,6139,856
walk,19259,6144,856
