walk,19580,6422,856
walk,19578,6409,856
walk,19574,6394,856
walk,19568,6380,856
walk,19565,6373,856
walk,19562,6370,880
walk,19556,6367,895
walk,19550,6364,895
walk,19540,6358,856
walk,19528,6356,856
walk,19511,6356,856
walk,19496,6356,856
walk,19478,6356,856
walk,19464,6357,856
walk,19448,6357,856
walk,19436,6358,856
walk,19426,6359,856
walk,19420,6361,883
walk,19411,6366,895
walk,19398,6375,856
walk,19390,6381,856
walk,19386,6389,856
walk,19384,6404,856
walk,19384,6414,856
walk,19384,6431,856
