walk,3547,2083,-106
teleport,Donwhang,Jangan
wait,500
walk,6421,1093,-32
#TownSpawn,Jangan
teleport,SeaFarers Dimensional Gate,Spiegeldimension
wait,500
walk,12906,-21,-200
walk,12922,-15,-192
walk,12940,-8,-185
walk,12951,-3,-193
walk,12968,4,-198
walk,12990,17,-205
walk,13010,29,-208
walk,13030,41,-205
walk,13051,53,-203
walk,13073,64,-206
walk,13098,77,-208
walk,13117,85,-204
walk,13136,95,-200
walk,13154,104,-188
walk,13173,115,-178
walk,13188,127,-159
walk,13198,135,-151
walk,13215,147,-167
walk,13232,157,-195
walk,13252,170,-206
walk,13278,177,-203
walk,13302,187,-191
walk,13323,198,-171
walk,13344,208,-154
walk,13358,216,-146
walk,13374,225,-144
walk,13385,234,-140
walk,13399,248,-139
walk,13419,261,-138
walk,13439,273,-138
walk,13441,281,-130
walk,13440,291,-130
walk,13437,306,-130
walk,13435,323,-130
walk,13433,343,-130
walk,13431,359,-130
walk,13429,377,-138
#stop
walk,13425,395,-138
walk,13423,414,-147
walk,13418,430,-152
walk,13408,443,-150
walk,13397,454,-146
walk,13388,463,-135
walk,13378,470,-120
walk,13368,479,-98
walk,13360,487,-68
walk,13348,498,-43
walk,13339,511,-27
walk,13331,524,-15
walk,13324,538,-17
walk,13318,551,-15
walk,13314,566,-11
walk,13310,584,-14
walk,13310,597,-22
walk,13313,610,-19
walk,13319,629,-49
walk,13325,645,-66
walk,13329,659,-89
walk,13334,677,-115
walk,13339,690,-119
walk,13343,704,-126
walk,13342,723,-146
walk,13341,739,-153
walk,13343,754,-162
walk,13344,770,-157
walk,13339,787,-166
walk,13335,800,-163
walk,13335,818,-181
walk,13337,836,-188
walk,13338,855,-195
walk,13341,870,-199
walk,13348,885,-212
walk,13361,901,-212
walk,13375,912,-212
walk,13384,919,-212
walk,13395,925,-203
walk,13410,933,-203
walk,13423,940,-203
walk,13435,946,-203
walk,13447,952,-203
walk,13459,958,-203
walk,13478,970,-212
walk,13480,977,-212
walk,13479,994,-204
walk,13478,1007,-168
walk,13470,1019,-158
walk,13459,1033,-143
walk,13459,1073,-110
dismount
